council,suburb,Adults - Obesity - ASR,Adults - Overweight/Obese - ASR,IGNORE,postcode,state,lng,lat,Individuals 2003-04,Median taxable income 2003-04,Average taxable income 2003-04,Individuals 2013-14,Median taxable income 2013-14,Average taxable income 2013-14,Individuals 2014-15,Median taxable income 2014-15,Average taxable income 2014-15,Individuals 2015-16,Median taxable income 2015-16,Average taxable income 2015-16,Individuals 2016-17,Median taxable income 2016-17,Average taxable income 2016-17,Individuals 2017-18,Median taxable income 2017-18,Average taxable income 2017-18,Individuals 2018-19,Median taxable income 2018-19,Average taxable income 2018-19,Individuals 2019-20,Median taxable income 2019-20,Average taxable income 2019-20,Individuals 2020-21,Median taxable income 2020-21,Average taxable income 2020-21,Individuals 2021-22,Median taxable income 2021-22,Average taxable income 2021-22,KFC Count,McDonald's Count,Hungry Jack's Count,council_y,sa4name,sed_name,Total Fast Food Count
Frankston,SEAFORD,30.8,68.8,467.0,3198.0,VIC,145.137811,-38.103194,"8,997","28,061","30,597","8,847","41,514","46,761","9,007","43,148","48,420","9,243","44,126","49,719","9,531","45,616","51,635","9,750","46,902","53,705","9,888","48,864","55,336","9,966","50,071","56,889","9,876","52,473","60,512","10,097","53,931","63,005",0.0,0.0,0.0,Frankston,Mornington Peninsula,Frankston (South-Eastern Metropolitan),0.0
Frankston,FRANKSTON,30.8,68.8,468.0,3199.0,VIC,145.135961,-38.162578,"31,286","27,275","31,881","29,237","39,233","47,706","29,638","40,376","48,904","30,241","41,648","50,134","30,655","42,916","51,530","31,566","44,528","54,281","32,321","46,174","55,391","32,236","47,188","57,165","32,144","49,642","60,865","32,459","52,213","64,145",2.0,3.0,1.0,Mornington Peninsula,Mornington Peninsula,Frankston (South-Eastern Metropolitan),6.0
Frankston,FRANKSTON EAST,30.8,68.8,469.0,3199.0,VIC,145.135961,-38.162578,"31,286","27,275","31,881","29,237","39,233","47,706","29,638","40,376","48,904","30,241","41,648","50,134","30,655","42,916","51,530","31,566","44,528","54,281","32,321","46,174","55,391","32,236","47,188","57,165","32,144","49,642","60,865","32,459","52,213","64,145",0.0,0.0,0.0,Mornington Peninsula,Mornington Peninsula,Frankston (South-Eastern Metropolitan),0.0
Frankston,FRANKSTON HEIGHTS,30.8,68.8,470.0,3199.0,VIC,145.135961,-38.162578,"31,286","27,275","31,881","29,237","39,233","47,706","29,638","40,376","48,904","30,241","41,648","50,134","30,655","42,916","51,530","31,566","44,528","54,281","32,321","46,174","55,391","32,236","47,188","57,165","32,144","49,642","60,865","32,459","52,213","64,145",0.0,0.0,0.0,Mornington Peninsula,Mornington Peninsula,Frankston (South-Eastern Metropolitan),0.0
Frankston,FRANKSTON SOUTH,30.8,68.8,471.0,3199.0,VIC,145.135961,-38.162578,"31,286","27,275","31,881","29,237","39,233","47,706","29,638","40,376","48,904","30,241","41,648","50,134","30,655","42,916","51,530","31,566","44,528","54,281","32,321","46,174","55,391","32,236","47,188","57,165","32,144","49,642","60,865","32,459","52,213","64,145",1.0,0.0,1.0,Mornington Peninsula,Mornington Peninsula,Frankston (South-Eastern Metropolitan),2.0
Frankston,KARINGAL,30.8,68.8,472.0,3199.0,VIC,145.135961,-38.162578,"31,286","27,275","31,881","29,237","39,233","47,706","29,638","40,376","48,904","30,241","41,648","50,134","30,655","42,916","51,530","31,566","44,528","54,281","32,321","46,174","55,391","32,236","47,188","57,165","32,144","49,642","60,865","32,459","52,213","64,145",0.0,0.0,0.0,Mornington Peninsula,Mornington Peninsula,Frankston (South-Eastern Metropolitan),0.0
Frankston,KARINGAL CENTRE,30.8,68.8,473.0,3199.0,VIC,145.135961,-38.162578,"31,286","27,275","31,881","29,237","39,233","47,706","29,638","40,376","48,904","30,241","41,648","50,134","30,655","42,916","51,530","31,566","44,528","54,281","32,321","46,174","55,391","32,236","47,188","57,165","32,144","49,642","60,865","32,459","52,213","64,145",0.0,0.0,0.0,Mornington Peninsula,Mornington Peninsula,Frankston (South-Eastern Metropolitan),0.0
Frankston,FRANKSTON NORTH,30.8,68.8,474.0,3200.0,VIC,145.157574,-38.126458,"2,625","24,818","26,693","2,037","36,738","39,595","2,030","38,435","40,392","2,139","39,692","41,335","2,208","40,210","41,659","2,387","40,637","42,516","2,523","42,570","44,948","2,553","43,302","46,634","2,569","44,570","48,318","2,659","46,184","50,424",0.0,0.0,0.0,Frankston,Mornington Peninsula,Hastings (Eastern Victoria),0.0
Frankston,PINES FOREST,30.8,68.8,475.0,3200.0,VIC,145.157574,-38.126458,"2,625","24,818","26,693","2,037","36,738","39,595","2,030","38,435","40,392","2,139","39,692","41,335","2,208","40,210","41,659","2,387","40,637","42,516","2,523","42,570","44,948","2,553","43,302","46,634","2,569","44,570","48,318","2,659","46,184","50,424",0.0,0.0,0.0,Frankston,Mornington Peninsula,Hastings (Eastern Victoria),0.0
Frankston,CARRUM DOWNS,30.8,68.8,476.0,3201.0,VIC,145.177905,-38.092874,"9,034","30,032","31,101","10,925","41,670","45,286","11,217","42,678","46,591","11,422","44,235","47,989","11,759","45,579","49,545","12,340","47,269","51,483","12,666","49,368","53,021","12,788","50,644","54,790","12,990","51,951","56,665","13,197","53,792","59,706",1.0,2.0,1.0,Frankston,Mornington Peninsula,Carrum (South-Eastern Metropolitan),4.0
Kingston,HEATHERTON,24.8,63.3,477.0,3202.0,VIC,145.092698,-37.960555,"1,273","33,256","39,430","1,591","44,863","56,646","1,602","46,138","58,630","1,594","46,953","59,189","1,619","48,219","61,971","1,678","48,593","64,240","1,701","52,151","67,398","1,675","52,241","68,229","1,698","52,137","70,646","1,694","57,595","71,471",0.0,1.0,1.0,Kingston,Melbourne - Inner South,Clarinda (South-Eastern Metropolitan),2.0
Glen Eira,BENTLEIGH,18.6,56.9,478.0,3204.0,VIC,145.036783,-37.916956,"16,225","31,347","38,333","17,747","45,942","63,919","18,033","46,759","64,204","18,324","47,729","66,436","18,911","49,210","67,925","19,883","50,000","69,609","20,713","52,453","73,341","20,910","54,347","74,320","20,642","57,475","79,707","20,928","61,359","85,340",0.0,0.0,1.0,Glen Eira,Melbourne - Inner South,Oakleigh (Southern Metropolitan),1.0
Glen Eira,MCKINNON,18.6,56.9,479.0,3204.0,VIC,145.036783,-37.916956,"16,225","31,347","38,333","17,747","45,942","63,919","18,033","46,759","64,204","18,324","47,729","66,436","18,911","49,210","67,925","19,883","50,000","69,609","20,713","52,453","73,341","20,910","54,347","74,320","20,642","57,475","79,707","20,928","61,359","85,340",0.0,0.0,0.0,Glen Eira,Melbourne - Inner South,Oakleigh (Southern Metropolitan),0.0
Glen Eira,ORMOND,18.6,56.9,480.0,3204.0,VIC,145.036783,-37.916956,"16,225","31,347","38,333","17,747","45,942","63,919","18,033","46,759","64,204","18,324","47,729","66,436","18,911","49,210","67,925","19,883","50,000","69,609","20,713","52,453","73,341","20,910","54,347","74,320","20,642","57,475","79,707","20,928","61,359","85,340",1.0,1.0,0.0,Glen Eira,Melbourne - Inner South,Oakleigh (Southern Metropolitan),2.0
Glen Eira,PATTERSON,18.6,56.9,481.0,3204.0,VIC,145.036783,-37.916956,"16,225","31,347","38,333","17,747","45,942","63,919","18,033","46,759","64,204","18,324","47,729","66,436","18,911","49,210","67,925","19,883","50,000","69,609","20,713","52,453","73,341","20,910","54,347","74,320","20,642","57,475","79,707","20,928","61,359","85,340",0.0,0.0,0.0,Glen Eira,Melbourne - Inner South,Oakleigh (Southern Metropolitan),0.0
Port Phillip,SOUTH MELBOURNE,17.4,54.4,482.0,3205.0,VIC,144.958176,-37.831693,"6,114","37,625","51,923","7,177","54,690","81,888","7,350","55,112","80,476","7,294","57,310","89,561","7,428","58,874","85,837","8,033","60,116","88,994","8,179","62,542","89,971","8,010","64,622","91,661","7,780","66,388","96,179","8,340","69,271","106,903",0.0,0.0,0.0,Port Phillip,Melbourne - Inner,Prahran (Southern Metropolitan),0.0
Port Phillip,SOUTH MELBOURNE DC,17.4,54.4,483.0,3205.0,VIC,144.958176,-37.831693,"6,114","37,625","51,923","7,177","54,690","81,888","7,350","55,112","80,476","7,294","57,310","89,561","7,428","58,874","85,837","8,033","60,116","88,994","8,179","62,542","89,971","8,010","64,622","91,661","7,780","66,388","96,179","8,340","69,271","106,903",0.0,0.0,0.0,Port Phillip,Melbourne - Inner,Prahran (Southern Metropolitan),0.0
Port Phillip,ALBERT PARK,17.4,54.4,484.0,3206.0,VIC,144.95086,-37.846534,"7,384","39,863","61,395","6,939","61,289","128,224","6,993","62,121","119,353","6,995","65,428","129,499","6,992","66,675","130,443","7,137","69,049","142,702","7,089","69,969","142,405","6,979","71,843","144,238","6,669","75,823","158,146","6,767","80,858","178,133",0.0,0.0,0.0,Port Phillip,Melbourne - Inner,Albert Park (Southern Metropolitan),0.0
Port Phillip,MIDDLE PARK,17.4,54.4,485.0,3206.0,VIC,144.95086,-37.846534,"7,384","39,863","61,395","6,939","61,289","128,224","6,993","62,121","119,353","6,995","65,428","129,499","6,992","66,675","130,443","7,137","69,049","142,702","7,089","69,969","142,405","6,979","71,843","144,238","6,669","75,823","158,146","6,767","80,858","178,133",0.0,0.0,0.0,Port Phillip,Melbourne - Inner,Albert Park (Southern Metropolitan),0.0
Melbourne,GARDEN CITY,15.3,48.8,486.0,3207.0,VIC,144.918044,-37.832179,"8,925","40,688","54,636","10,775","61,485","90,962","10,895","63,017","91,174","10,983","65,103","94,243","11,244","66,326","99,330","11,629","68,530","102,134","11,822","68,864","101,036","11,901","69,380","102,902","11,694","72,441","107,406","11,755","76,068","113,516",0.0,0.0,0.0,Hobsons Bay,Melbourne - West,Albert Park (Southern Metropolitan),0.0
Melbourne,PORT MELBOURNE,15.3,48.8,487.0,3207.0,VIC,144.918044,-37.832179,"8,925","40,688","54,636","10,775","61,485","90,962","10,895","63,017","91,174","10,983","65,103","94,243","11,244","66,326","99,330","11,629","68,530","102,134","11,822","68,864","101,036","11,901","69,380","102,902","11,694","72,441","107,406","11,755","76,068","113,516",0.0,0.0,1.0,Hobsons Bay,Melbourne - West,Albert Park (Southern Metropolitan),1.0
Greater Geelong,LITTLE RIVER,29.2,64.6,488.0,3211.0,VIC,144.498479,-37.943586,783,"31,236","38,125",767,"42,961","55,399",792,"43,304","56,645",789,"43,668","56,949",778,"46,629","59,954",783,"46,775","66,347",777,"49,800","71,988",788,"48,941","74,822",765,"50,069","80,201",778,"52,344","83,648",0.0,0.0,0.0,Wyndham,Melbourne - West,Werribee (Western Metropolitan),0.0
Greater Geelong,AVALON,29.2,64.6,489.0,3212.0,VIC,144.422666,-38.039958,"7,442","30,893","34,707","8,691","42,683","51,654","9,183","42,038","51,142","9,007","45,523","53,784","9,265","47,782","56,033","9,787","49,772","58,819","10,207","51,423","59,641","10,405","52,499","60,468","10,783","54,297","64,530","11,375","56,517","66,244",0.0,0.0,0.0,Geelong,Geelong,Lara (Western Victoria),0.0
Greater Geelong,LARA,29.2,64.6,490.0,3212.0,VIC,144.422666,-38.039958,"7,442","30,893","34,707","8,691","42,683","51,654","9,183","42,038","51,142","9,007","45,523","53,784","9,265","47,782","56,033","9,787","49,772","58,819","10,207","51,423","59,641","10,405","52,499","60,468","10,783","54,297","64,530","11,375","56,517","66,244",0.0,2.0,0.0,Geelong,Geelong,Lara (Western Victoria),2.0
Greater Geelong,POINT WILSON,29.2,64.6,491.0,3212.0,VIC,144.422666,-38.039958,"7,442","30,893","34,707","8,691","42,683","51,654","9,183","42,038","51,142","9,007","45,523","53,784","9,265","47,782","56,033","9,787","49,772","58,819","10,207","51,423","59,641","10,405","52,499","60,468","10,783","54,297","64,530","11,375","56,517","66,244",0.0,0.0,0.0,Geelong,Geelong,Lara (Western Victoria),0.0
Golden Plains,ANAKIE,35.4,71.9,527.0,3221.0,VIC,144.427419,-38.181608,"4,580","28,403","35,466","3,040","40,889","57,528","2,671","43,003","62,429","2,398","44,903","66,742","2,153","44,647","67,170","1,977","47,728","71,440","1,828","50,934","76,283","1,651","49,742","77,153","1,510","55,037","92,767","1,396","55,879","102,108",0.0,0.0,0.0,Warrnambool - Otway Ranges,Warrnambool and South West,Lara (Western Victoria),0.0
Golden Plains,BATESFORD,35.4,71.9,529.0,3221.0,VIC,144.427419,-38.181608,"4,580","28,403","35,466","3,040","40,889","57,528","2,671","43,003","62,429","2,398","44,903","66,742","2,153","44,647","67,170","1,977","47,728","71,440","1,828","50,934","76,283","1,651","49,742","77,153","1,510","55,037","92,767","1,396","55,879","102,108",0.0,0.0,0.0,Warrnambool - Otway Ranges,Warrnambool and South West,Lara (Western Victoria),0.0
Golden Plains,LOVELY BANKS,35.4,71.9,537.0,3221.0,VIC,144.427419,-38.181608,"4,580","28,403","35,466","3,040","40,889","57,528","2,671","43,003","62,429","2,398","44,903","66,742","2,153","44,647","67,170","1,977","47,728","71,440","1,828","50,934","76,283","1,651","49,742","77,153","1,510","55,037","92,767","1,396","55,879","102,108",0.0,0.0,0.0,Warrnambool - Otway Ranges,Warrnambool and South West,Lara (Western Victoria),0.0
Golden Plains,MOORABOOL,35.4,71.9,539.0,3221.0,VIC,144.427419,-38.181608,"4,580","28,403","35,466","3,040","40,889","57,528","2,671","43,003","62,429","2,398","44,903","66,742","2,153","44,647","67,170","1,977","47,728","71,440","1,828","50,934","76,283","1,651","49,742","77,153","1,510","55,037","92,767","1,396","55,879","102,108",0.0,0.0,0.0,Warrnambool - Otway Ranges,Warrnambool and South West,Lara (Western Victoria),0.0
Greater Geelong,CORIO,29.2,64.6,492.0,3214.0,VIC,144.352385,-38.084781,"10,503","25,113","28,136","9,231","36,318","40,688","9,233","37,035","41,267","9,370","37,572","41,619","9,737","37,673","42,348","10,125","39,600","43,430","10,535","40,907","44,629","10,955","41,673","45,268","11,371","42,607","47,190","11,726","44,607","48,499",1.0,2.0,0.0,Geelong,Geelong,Lara (Western Victoria),3.0
Greater Geelong,NORLANE,29.2,64.6,493.0,3214.0,VIC,144.352385,-38.084781,"10,503","25,113","28,136","9,231","36,318","40,688","9,233","37,035","41,267","9,370","37,572","41,619","9,737","37,673","42,348","10,125","39,600","43,430","10,535","40,907","44,629","10,955","41,673","45,268","11,371","42,607","47,190","11,726","44,607","48,499",1.0,1.0,1.0,Geelong,Geelong,Lara (Western Victoria),3.0
Greater Geelong,NORTH SHORE,29.2,64.6,494.0,3214.0,VIC,144.352385,-38.084781,"10,503","25,113","28,136","9,231","36,318","40,688","9,233","37,035","41,267","9,370","37,572","41,619","9,737","37,673","42,348","10,125","39,600","43,430","10,535","40,907","44,629","10,955","41,673","45,268","11,371","42,607","47,190","11,726","44,607","48,499",0.0,0.0,0.0,Geelong,Geelong,Lara (Western Victoria),0.0
Greater Geelong,BELL PARK,29.2,64.6,495.0,3215.0,VIC,144.33452,-38.111002,"10,566","28,252","32,326","10,689","39,062","47,861","10,911","40,200","48,825","11,113","41,240","50,431","11,477","43,175","51,903","11,942","45,318","54,563","12,265","47,315","56,698","12,350","48,145","57,772","12,539","50,290","61,226","12,812","52,699","64,510",0.0,0.0,0.0,Geelong,Geelong,Lara (Western Victoria),0.0
Greater Geelong,BELL POST HILL,29.2,64.6,496.0,3215.0,VIC,144.33452,-38.111002,"10,566","28,252","32,326","10,689","39,062","47,861","10,911","40,200","48,825","11,113","41,240","50,431","11,477","43,175","51,903","11,942","45,318","54,563","12,265","47,315","56,698","12,350","48,145","57,772","12,539","50,290","61,226","12,812","52,699","64,510",0.0,0.0,0.0,Geelong,Geelong,Lara (Western Victoria),0.0
Greater Geelong,DRUMCONDRA,29.2,64.6,497.0,3215.0,VIC,144.33452,-38.111002,"10,566","28,252","32,326","10,689","39,062","47,861","10,911","40,200","48,825","11,113","41,240","50,431","11,477","43,175","51,903","11,942","45,318","54,563","12,265","47,315","56,698","12,350","48,145","57,772","12,539","50,290","61,226","12,812","52,699","64,510",0.0,0.0,0.0,Geelong,Geelong,Lara (Western Victoria),0.0
Greater Geelong,GEELONG NORTH,29.2,64.6,498.0,3215.0,VIC,144.33452,-38.111002,"10,566","28,252","32,326","10,689","39,062","47,861","10,911","40,200","48,825","11,113","41,240","50,431","11,477","43,175","51,903","11,942","45,318","54,563","12,265","47,315","56,698","12,350","48,145","57,772","12,539","50,290","61,226","12,812","52,699","64,510",0.0,0.0,0.0,Geelong,Geelong,Lara (Western Victoria),0.0
Greater Geelong,HAMLYN HEIGHTS,29.2,64.6,499.0,3215.0,VIC,144.33452,-38.111002,"10,566","28,252","32,326","10,689","39,062","47,861","10,911","40,200","48,825","11,113","41,240","50,431","11,477","43,175","51,903","11,942","45,318","54,563","12,265","47,315","56,698","12,350","48,145","57,772","12,539","50,290","61,226","12,812","52,699","64,510",0.0,0.0,0.0,Geelong,Geelong,Lara (Western Victoria),0.0
Greater Geelong,NORTH GEELONG,29.2,64.6,500.0,3215.0,VIC,144.33452,-38.111002,"10,566","28,252","32,326","10,689","39,062","47,861","10,911","40,200","48,825","11,113","41,240","50,431","11,477","43,175","51,903","11,942","45,318","54,563","12,265","47,315","56,698","12,350","48,145","57,772","12,539","50,290","61,226","12,812","52,699","64,510",0.0,0.0,0.0,Geelong,Geelong,Lara (Western Victoria),0.0
Greater Geelong,RIPPLESIDE,29.2,64.6,501.0,3215.0,VIC,144.33452,-38.111002,"10,566","28,252","32,326","10,689","39,062","47,861","10,911","40,200","48,825","11,113","41,240","50,431","11,477","43,175","51,903","11,942","45,318","54,563","12,265","47,315","56,698","12,350","48,145","57,772","12,539","50,290","61,226","12,812","52,699","64,510",0.0,0.0,0.0,Geelong,Geelong,Lara (Western Victoria),0.0
Greater Geelong,BELMONT,29.2,64.6,502.0,3216.0,VIC,144.334005,-38.215906,"28,775","27,226","32,974","32,072","39,778","50,369","32,123","40,604","51,805","32,900","41,191","51,978","33,840","42,028","52,960","34,817","43,818","55,101","35,312","46,031","58,116","35,908","46,955","58,954","36,278","49,212","63,026","36,634","51,955","67,194",1.0,1.0,0.0,Surf Coast - Bellarine Peninsula,Geelong,South Barwon (Western Victoria),2.0
Greater Geelong,FRESHWATER CREEK,29.2,64.6,503.0,3216.0,VIC,144.334005,-38.215906,"28,775","27,226","32,974","32,072","39,778","50,369","32,123","40,604","51,805","32,900","41,191","51,978","33,840","42,028","52,960","34,817","43,818","55,101","35,312","46,031","58,116","35,908","46,955","58,954","36,278","49,212","63,026","36,634","51,955","67,194",0.0,0.0,0.0,Surf Coast - Bellarine Peninsula,Geelong,South Barwon (Western Victoria),0.0
Greater Geelong,GROVEDALE,29.2,64.6,504.0,3216.0,VIC,144.334005,-38.215906,"28,775","27,226","32,974","32,072","39,778","50,369","32,123","40,604","51,805","32,900","41,191","51,978","33,840","42,028","52,960","34,817","43,818","55,101","35,312","46,031","58,116","35,908","46,955","58,954","36,278","49,212","63,026","36,634","51,955","67,194",1.0,0.0,1.0,Surf Coast - Bellarine Peninsula,Geelong,South Barwon (Western Victoria),2.0
Greater Geelong,GROVEDALE EAST,29.2,64.6,505.0,3216.0,VIC,144.334005,-38.215906,"28,775","27,226","32,974","32,072","39,778","50,369","32,123","40,604","51,805","32,900","41,191","51,978","33,840","42,028","52,960","34,817","43,818","55,101","35,312","46,031","58,116","35,908","46,955","58,954","36,278","49,212","63,026","36,634","51,955","67,194",0.0,0.0,0.0,Surf Coast - Bellarine Peninsula,Geelong,South Barwon (Western Victoria),0.0
Greater Geelong,HIGHTON,29.2,64.6,506.0,3216.0,VIC,144.334005,-38.215906,"28,775","27,226","32,974","32,072","39,778","50,369","32,123","40,604","51,805","32,900","41,191","51,978","33,840","42,028","52,960","34,817","43,818","55,101","35,312","46,031","58,116","35,908","46,955","58,954","36,278","49,212","63,026","36,634","51,955","67,194",0.0,1.0,0.0,Surf Coast - Bellarine Peninsula,Geelong,South Barwon (Western Victoria),1.0
Greater Geelong,MARSHALL,29.2,64.6,507.0,3216.0,VIC,144.334005,-38.215906,"28,775","27,226","32,974","32,072","39,778","50,369","32,123","40,604","51,805","32,900","41,191","51,978","33,840","42,028","52,960","34,817","43,818","55,101","35,312","46,031","58,116","35,908","46,955","58,954","36,278","49,212","63,026","36,634","51,955","67,194",0.0,0.0,0.0,Surf Coast - Bellarine Peninsula,Geelong,South Barwon (Western Victoria),0.0
